symbol,name,ticktime,price,volume,prev_price,kind
sh600550,保变电气,2025-10-10 09:25:01,8.64,357600,0.0,U
sh600550,保变电气,2025-10-10 09:30:03,8.62,54400,8.64,D
sh600550,保变电气,2025-10-10 09:30:06,8.6,130600,8.62,D
sh600550,保变电气,2025-10-10 09:30:09,8.65,967600,8.6,U
sh600550,保变电气,2025-10-10 09:30:12,8.6,283600,8.65,D
sh600550,保变电气,2025-10-10 09:30:15,8.6,113900,8.6,D
sh600550,保变电气,2025-10-10 09:30:18,8.62,275600,8.6,U
sh600550,保变电气,2025-10-10 09:30:21,8.6,115100,8.62,E
sh600550,保变电气,2025-10-10 09:30:24,8.61,85900,8.6,U
sh600550,保变电气,2025-10-10 09:30:27,8.6,213300,8.61,E
sh600550,保变电气,2025-10-10 09:30:30,8.59,100100,8.6,E
sh600550,保变电气,2025-10-10 09:30:33,8.6,319900,8.59,U
sh600550,保变电气,2025-10-10 09:30:36,8.6,98500,8.6,U
sh600550,保变电气,2025-10-10 09:30:39,8.6,101000,8.6,U
sh600550,保变电气,2025-10-10 09:30:42,8.6,62700,8.6,D
sh600550,保变电气,2025-10-10 09:30:45,8.59,22600,8.6,D
sh600550,保变电气,2025-10-10 09:30:48,8.61,42700,8.59,U
sh600550,保变电气,2025-10-10 09:30:51,8.62,68800,8.61,U
sh600550,保变电气,2025-10-10 09:30:54,8.63,203100,8.62,U
sh600550,保变电气,2025-10-10 09:30:57,8.63,49800,8.63,D
sh600550,保变电气,2025-10-10 09:31:00,8.62,49902,8.63,D
sh600550,保变电气,2025-10-10 09:31:03,8.63,70000,8.62,U
sh600550,保变电气,2025-10-10 09:31:06,8.63,108400,8.63,U
sh600550,保变电气,2025-10-10 09:31:09,8.63,116100,8.63,U
sh600550,保变电气,2025-10-10 09:31:12,8.64,70500,8.63,U
sh600550,保变电气,2025-10-10 09:31:15,8.64,75000,8.64,D
sh600550,保变电气,2025-10-10 09:31:18,8.66,106400,8.64,U
sh600550,保变电气,2025-10-10 09:31:21,8.65,58000,8.66,D
sh600550,保变电气,2025-10-10 09:31:24,8.66,104300,8.65,U
sh600550,保变电气,2025-10-10 09:31:27,8.66,71500,8.66,U
sh600550,保变电气,2025-10-10 09:31:30,8.66,54900,8.66,U
sh600550,保变电气,2025-10-10 09:31:33,8.67,25400,8.66,U
sh600550,保变电气,2025-10-10 09:31:36,8.67,103100,8.67,U
sh600550,保变电气,2025-10-10 09:31:39,8.67,40600,8.67,U
sh600550,保变电气,2025-10-10 09:31:42,8.68,51400,8.67,U
sh600550,保变电气,2025-10-10 09:31:45,8.68,177800,8.68,U
sh600550,保变电气,2025-10-10 09:31:48,8.69,41200,8.68,U
sh600550,保变电气,2025-10-10 09:31:51,8.69,57300,8.69,U
sh600550,保变电气,2025-10-10 09:31:54,8.68,94100,8.69,D
sh600550,保变电气,2025-10-10 09:31:57,8.7,47900,8.68,U
sh600550,保变电气,2025-10-10 09:32:00,8.7,85500,8.7,U
sh600550,保变电气,2025-10-10 09:32:03,8.7,98600,8.7,U
sh600550,保变电气,2025-10-10 09:32:06,8.71,138300,8.7,U
sh600550,保变电气,2025-10-10 09:32:09,8.71,89600,8.71,U
sh600550,保变电气,2025-10-10 09:32:12,8.71,32700,8.71,D
sh600550,保变电气,2025-10-10 09:32:15,8.71,229800,8.71,D
sh600550,保变电气,2025-10-10 09:32:18,8.71,234400,8.71,D
sh600550,保变电气,2025-10-10 09:32:21,8.71,127700,8.71,D
sh600550,保变电气,2025-10-10 09:32:24,8.72,180600,8.71,U
sh600550,保变电气,2025-10-10 09:32:27,8.72,129800,8.72,U
sh600550,保变电气,2025-10-10 09:32:30,8.72,231000,8.72,D
sh600550,保变电气,2025-10-10 09:32:33,8.72,62400,8.72,D
sh600550,保变电气,2025-10-10 09:32:36,8.72,99700,8.72,D
sh600550,保变电气,2025-10-10 09:32:39,8.72,80900,8.72,D
sh600550,保变电气,2025-10-10 09:32:42,8.73,91600,8.72,U
sh600550,保变电气,2025-10-10 09:32:45,8.73,79600,8.73,D
sh600550,保变电气,2025-10-10 09:32:48,8.73,54900,8.73,D
sh600550,保变电气,2025-10-10 09:32:51,8.73,127700,8.73,D
sh600550,保变电气,2025-10-10 09:32:54,8.74,28800,8.73,U
sh600550,保变电气,2025-10-10 09:32:57,8.73,171500,8.74,D
sh600550,保变电气,2025-10-10 09:33:00,8.74,115900,8.73,E
sh600550,保变电气,2025-10-10 09:33:03,8.74,217200,8.74,D
sh600550,保变电气,2025-10-10 09:33:06,8.75,238031,8.74,U
sh600550,保变电气,2025-10-10 09:33:09,8.76,95300,8.75,U
sh600550,保变电气,2025-10-10 09:33:12,8.76,77900,8.76,U
sh600550,保变电气,2025-10-10 09:33:15,8.77,22300,8.76,U
sh600550,保变电气,2025-10-10 09:33:18,8.77,108200,8.77,U
sh600550,保变电气,2025-10-10 09:33:21,8.78,75500,8.77,U
sh600550,保变电气,2025-10-10 09:33:24,8.78,79900,8.78,U
sh600550,保变电气,2025-10-10 09:33:27,8.78,72700,8.78,D
sh600550,保变电气,2025-10-10 09:33:30,8.79,126700,8.78,U
sh600550,保变电气,2025-10-10 09:33:33,8.79,73200,8.79,U
sh600550,保变电气,2025-10-10 09:33:36,8.8,122000,8.79,U
sh600550,保变电气,2025-10-10 09:33:39,8.79,71300,8.8,D
sh600550,保变电气,2025-10-10 09:33:42,8.8,182200,8.79,U
sh600550,保变电气,2025-10-10 09:33:45,8.8,164600,8.8,U
sh600550,保变电气,2025-10-10 09:33:48,8.8,204700,8.8,U
sh600550,保变电气,2025-10-10 09:33:51,8.8,127600,8.8,U
sh600550,保变电气,2025-10-10 09:33:54,8.8,170400,8.8,D
sh600550,保变电气,2025-10-10 09:33:57,8.8,112200,8.8,U
sh600550,保变电气,2025-10-10 09:34:00,8.79,198800,8.8,D
sh600550,保变电气,2025-10-10 09:34:03,8.78,277200,8.79,D
sh600550,保变电气,2025-10-10 09:34:06,8.77,68200,8.78,U
