symbol,name,ticktime,price,volume,prev_price,kind
sz002517,恺英网络,2025-10-17 09:25:00,23.58,53100,0.0,U
sz002517,恺英网络,2025-10-17 09:30:00,23.56,34500,23.58,D
sz002517,恺英网络,2025-10-17 09:30:03,23.63,37000,23.56,U
sz002517,恺英网络,2025-10-17 09:30:06,23.64,15100,23.63,E
sz002517,恺英网络,2025-10-17 09:30:09,23.66,12300,23.64,U
sz002517,恺英网络,2025-10-17 09:30:15,23.65,105600,23.72,D
sz002517,恺英网络,2025-10-17 09:30:18,23.68,26200,23.65,U
sz002517,恺英网络,2025-10-17 09:30:24,23.74,21800,23.75,D
sz002517,恺英网络,2025-10-17 09:30:27,23.63,45100,23.74,D
sz002517,恺英网络,2025-10-17 09:30:33,23.65,21400,23.61,U
sz002517,恺英网络,2025-10-17 09:30:36,23.65,42600,23.65,D
sz002517,恺英网络,2025-10-17 09:30:39,23.55,36800,23.65,D
sz002517,恺英网络,2025-10-17 09:30:42,23.52,9000,23.55,D
sz002517,恺英网络,2025-10-17 09:30:51,23.49,22100,23.52,D
sz002517,恺英网络,2025-10-17 09:31:03,23.38,31200,23.44,D
sz002517,恺英网络,2025-10-17 09:31:06,23.43,63000,23.38,U
sz002517,恺英网络,2025-10-17 09:31:09,23.36,19000,23.43,D
sz002517,恺英网络,2025-10-17 09:31:12,23.42,17800,23.36,E
sz002517,恺英网络,2025-10-17 09:31:30,23.41,12400,23.39,U
sz002517,恺英网络,2025-10-17 09:31:36,23.4,17900,23.39,E
sz002517,恺英网络,2025-10-17 09:31:42,23.39,21300,23.39,D
sz002517,恺英网络,2025-10-17 09:31:45,23.39,10400,23.39,D
sz002517,恺英网络,2025-10-17 09:31:48,23.39,39800,23.39,U
sz002517,恺英网络,2025-10-17 09:32:03,23.38,15300,23.42,D
sz002517,恺英网络,2025-10-17 09:32:06,23.39,11000,23.38,E
sz002517,恺英网络,2025-10-17 09:32:09,23.36,39300,23.39,D
sz002517,恺英网络,2025-10-17 09:32:12,23.37,65800,23.36,E
sz002517,恺英网络,2025-10-17 09:32:15,23.37,10200,23.37,D
sz002517,恺英网络,2025-10-17 09:32:18,23.41,14300,23.37,E
sz002517,恺英网络,2025-10-17 09:32:21,23.42,21700,23.41,U
sz002517,恺英网络,2025-10-17 09:32:24,23.42,36300,23.42,E
sz002517,恺英网络,2025-10-17 09:32:27,23.46,20000,23.42,U
sz002517,恺英网络,2025-10-17 09:32:30,23.46,9600,23.46,D
sz002517,恺英网络,2025-10-17 09:32:33,23.46,15800,23.46,D
sz002517,恺英网络,2025-10-17 09:32:42,23.48,17700,23.46,E
sz002517,恺英网络,2025-10-17 09:32:45,23.52,9200,23.48,E
sz002517,恺英网络,2025-10-17 09:32:51,23.54,19400,23.53,U
sz002517,恺英网络,2025-10-17 09:32:57,23.58,14500,23.54,U
sz002517,恺英网络,2025-10-17 09:33:00,23.55,12000,23.58,D
sz002517,恺英网络,2025-10-17 09:33:09,23.5,11600,23.48,E
sz002517,恺英网络,2025-10-17 09:33:12,23.5,30700,23.5,U
sz002517,恺英网络,2025-10-17 09:33:15,23.5,13700,23.5,E
sz002517,恺英网络,2025-10-17 09:33:30,23.41,14500,23.45,D
sz002517,恺英网络,2025-10-17 09:33:39,23.43,16100,23.41,U
sz002517,恺英网络,2025-10-17 09:33:42,23.45,31000,23.43,U
sz002517,恺英网络,2025-10-17 09:33:45,23.48,15200,23.45,U
sz002517,恺英网络,2025-10-17 09:33:54,23.47,20000,23.47,D
sz002517,恺英网络,2025-10-17 09:34:06,23.46,9300,23.46,D
sz002517,恺英网络,2025-10-17 09:34:12,23.48,25700,23.45,U
sz002517,恺英网络,2025-10-17 09:34:15,23.47,16000,23.48,D
sz002517,恺英网络,2025-10-17 09:34:18,23.48,16200,23.47,E
sz002517,恺英网络,2025-10-17 09:34:24,23.48,13400,23.46,E
sz002517,恺英网络,2025-10-17 09:34:27,23.48,23000,23.48,E
sz002517,恺英网络,2025-10-17 09:34:30,23.5,28500,23.48,E
sz002517,恺英网络,2025-10-17 09:34:33,23.47,22700,23.5,D
sz002517,恺英网络,2025-10-17 09:34:39,23.54,9700,23.54,E
sz002517,恺英网络,2025-10-17 09:34:42,23.54,10200,23.54,U
sz002517,恺英网络,2025-10-17 09:34:45,23.53,19100,23.54,D
sz002517,恺英网络,2025-10-17 09:34:48,23.55,15000,23.53,E
sz002517,恺英网络,2025-10-17 09:34:54,23.52,11300,23.57,D
sz002517,恺英网络,2025-10-17 09:35:00,23.56,8600,23.58,D
sz002517,恺英网络,2025-10-17 09:35:03,23.56,14000,23.56,U
sz002517,恺英网络,2025-10-17 09:35:06,23.56,22900,23.56,E
sz002517,恺英网络,2025-10-17 09:35:09,23.57,14900,23.56,D
sz002517,恺英网络,2025-10-17 09:35:12,23.55,14200,23.57,E
sz002517,恺英网络,2025-10-17 09:35:18,23.56,13400,23.56,E
sz002517,恺英网络,2025-10-17 09:35:33,23.59,38700,23.59,D
sz002517,恺英网络,2025-10-17 09:35:45,23.61,21200,23.61,D
sz002517,恺英网络,2025-10-17 09:36:03,23.65,10900,23.66,D
sz002517,恺英网络,2025-10-17 09:36:06,23.62,10300,23.65,D
sz002517,恺英网络,2025-10-17 09:36:09,23.62,16100,23.62,D
sz002517,恺英网络,2025-10-17 09:36:12,23.65,17900,23.62,E
sz002517,恺英网络,2025-10-17 09:36:15,23.67,33000,23.65,U
sz002517,恺英网络,2025-10-17 09:36:18,23.69,47800,23.67,U
sz002517,恺英网络,2025-10-17 09:36:21,23.69,28600,23.69,E
sz002517,恺英网络,2025-10-17 09:36:24,23.68,23900,23.69,D
sz002517,恺英网络,2025-10-17 09:36:27,23.68,20000,23.68,D
sz002517,恺英网络,2025-10-17 09:36:30,23.7,48300,23.68,E
sz002517,恺英网络,2025-10-17 09:36:33,23.7,45600,23.7,D
sz002517,恺英网络,2025-10-17 09:36:36,23.71,44400,23.7,E
sz002517,恺英网络,2025-10-17 09:36:39,23.67,38800,23.71,D
sz002517,恺英网络,2025-10-17 09:36:42,23.74,16300,23.67,E
sz002517,恺英网络,2025-10-17 09:36:45,23.68,17800,23.74,D
sz002517,恺英网络,2025-10-17 09:36:48,23.64,10900,23.68,D
sz002517,恺英网络,2025-10-17 09:36:51,23.69,59100,23.64,E
sz002517,恺英网络,2025-10-17 09:36:54,23.68,16300,23.69,E
sz002517,恺英网络,2025-10-17 09:37:00,23.72,15100,23.72,U
sz002517,恺英网络,2025-10-17 09:37:06,23.69,13400,23.75,D
sz002517,恺英网络,2025-10-17 09:37:09,23.72,11900,23.69,U
sz002517,恺英网络,2025-10-17 09:37:15,23.72,17100,23.72,D
sz002517,恺英网络,2025-10-17 09:37:18,23.72,25400,23.72,E
sz002517,恺英网络,2025-10-17 09:37:21,23.75,12200,23.72,U
sz002517,恺英网络,2025-10-17 09:37:24,23.75,12900,23.75,D
sz002517,恺英网络,2025-10-17 09:37:33,23.74,12200,23.75,D
sz002517,恺英网络,2025-10-17 09:37:45,23.79,12200,23.79,U
sz002517,恺英网络,2025-10-17 09:38:12,23.68,35500,23.7,D
sz002517,恺英网络,2025-10-17 09:38:18,23.66,8500,23.7,D
sz002517,恺英网络,2025-10-17 09:38:27,23.68,26300,23.68,U
sz002517,恺英网络,2025-10-17 09:38:45,23.72,10000,23.72,U
sz002517,恺英网络,2025-10-17 09:38:57,23.75,18300,23.75,U
sz002517,恺英网络,2025-10-17 09:39:00,23.77,12300,23.75,U
sz002517,恺英网络,2025-10-17 09:39:03,23.75,16900,23.77,D
sz002517,恺英网络,2025-10-17 09:39:21,23.77,31400,23.75,U
sz002517,恺英网络,2025-10-17 09:39:27,23.77,18100,23.78,U
sz002517,恺英网络,2025-10-17 09:39:30,23.78,15500,23.77,U
sz002517,恺英网络,2025-10-17 09:39:36,23.77,10000,23.77,U
sz002517,恺英网络,2025-10-17 09:39:42,23.79,37600,23.78,U
sz002517,恺英网络,2025-10-17 09:39:45,23.79,25900,23.79,U
sz002517,恺英网络,2025-10-17 09:39:51,23.78,23500,23.79,D
sz002517,恺英网络,2025-10-17 09:39:54,23.78,11200,23.78,E
sz002517,恺英网络,2025-10-17 09:40:00,23.74,77300,23.78,D
sz002517,恺英网络,2025-10-17 09:40:03,23.76,30500,23.74,U
sz002517,恺英网络,2025-10-17 09:40:09,23.76,14400,23.73,U
sz002517,恺英网络,2025-10-17 09:40:12,23.75,37200,23.76,D
sz002517,恺英网络,2025-10-17 09:40:21,23.74,10800,23.76,D
sz002517,恺英网络,2025-10-17 09:40:30,23.68,10200,23.71,D
sz002517,恺英网络,2025-10-17 09:40:33,23.68,9800,23.68,D
sz002517,恺英网络,2025-10-17 09:40:42,23.68,8500,23.68,U
sz002517,恺英网络,2025-10-17 09:40:51,23.63,16100,23.66,D
sz002517,恺英网络,2025-10-17 09:41:00,23.65,11400,23.65,U
sz002517,恺英网络,2025-10-17 09:41:09,23.58,8700,23.6,D
sz002517,恺英网络,2025-10-17 09:41:12,23.61,16600,23.58,U
sz002517,恺英网络,2025-10-17 09:41:15,23.62,13900,23.61,U
sz002517,恺英网络,2025-10-17 09:41:18,23.65,17200,23.62,U
sz002517,恺英网络,2025-10-17 09:41:21,23.64,12600,23.65,D
sz002517,恺英网络,2025-10-17 09:41:33,23.64,10900,23.66,D
sz002517,恺英网络,2025-10-17 09:41:36,23.66,10500,23.64,U
sz002517,恺英网络,2025-10-17 09:42:00,23.64,11500,23.63,U
sz002517,恺英网络,2025-10-17 09:42:39,23.67,29700,23.68,D
sz002517,恺英网络,2025-10-17 09:42:42,23.68,13100,23.67,U
sz002517,恺英网络,2025-10-17 09:42:51,23.66,19700,23.69,D
sz002517,恺英网络,2025-10-17 09:42:54,23.66,16000,23.66,D
sz002517,恺英网络,2025-10-17 09:42:57,23.66,11800,23.66,E
sz002517,恺英网络,2025-10-17 09:43:21,23.66,25300,23.66,U
sz002517,恺英网络,2025-10-17 09:43:27,23.68,12500,23.68,U
sz002517,恺英网络,2025-10-17 09:43:36,23.69,10200,23.69,D
sz002517,恺英网络,2025-10-17 09:43:39,23.69,11000,23.69,D
sz002517,恺英网络,2025-10-17 09:43:48,23.66,14400,23.69,D
sz002517,恺英网络,2025-10-17 09:44:03,23.66,63200,23.66,U
sz002517,恺英网络,2025-10-17 09:44:06,23.66,17200,23.66,D
sz002517,恺英网络,2025-10-17 09:44:09,23.69,23000,23.66,U
sz002517,恺英网络,2025-10-17 09:44:27,23.69,11900,23.7,D
sz002517,恺英网络,2025-10-17 09:44:30,23.7,10500,23.69,U
sz002517,恺英网络,2025-10-17 09:45:03,23.62,41900,23.69,D
sz002517,恺英网络,2025-10-17 09:45:06,23.6,12900,23.62,E
sz002517,恺英网络,2025-10-17 09:45:18,23.6,17400,23.64,D
sz002517,恺英网络,2025-10-17 09:45:54,23.62,15700,23.6,U
sz002517,恺英网络,2025-10-17 09:46:03,23.6,44100,23.63,D
sz002517,恺英网络,2025-10-17 09:46:06,23.6,29300,23.6,U
sz002517,恺英网络,2025-10-17 09:46:09,23.58,14700,23.6,D
sz002517,恺英网络,2025-10-17 09:46:12,23.56,8900,23.58,D
sz002517,恺英网络,2025-10-17 09:46:30,23.53,9000,23.55,D
sz002517,恺英网络,2025-10-17 09:47:06,23.52,9900,23.52,D
sz002517,恺英网络,2025-10-17 09:47:09,23.52,10900,23.52,D
sz002517,恺英网络,2025-10-17 09:47:12,23.52,30200,23.52,E
sz002517,恺英网络,2025-10-17 09:47:15,23.52,15000,23.52,D
sz002517,恺英网络,2025-10-17 09:47:18,23.52,13400,23.52,D
sz002517,恺英网络,2025-10-17 09:47:21,23.53,14200,23.52,E
sz002517,恺英网络,2025-10-17 09:47:39,23.49,37600,23.51,D
sz002517,恺英网络,2025-10-17 09:47:42,23.52,13800,23.49,U
sz002517,恺英网络,2025-10-17 09:47:51,23.49,11000,23.49,U
sz002517,恺英网络,2025-10-17 09:48:00,23.52,8900,23.5,U
sz002517,恺英网络,2025-10-17 09:48:09,23.46,9800,23.48,D
sz002517,恺英网络,2025-10-17 09:48:18,23.47,14900,23.45,U
sz002517,恺英网络,2025-10-17 09:48:24,23.5,10200,23.5,U
sz002517,恺英网络,2025-10-17 09:48:30,23.46,12500,23.47,D
sz002517,恺英网络,2025-10-17 09:48:39,23.46,11100,23.47,D
