symbol,name,ticktime,price,volume,prev_price,kind
sz300850,新强联,2025-10-15 09:25:00,43.69,135386,0.0,U
sz300850,新强联,2025-10-15 09:30:00,43.7,93014,43.69,E
sz300850,新强联,2025-10-15 09:30:03,43.69,58900,43.7,D
sz300850,新强联,2025-10-15 09:30:06,43.47,31900,43.69,D
sz300850,新强联,2025-10-15 09:30:09,43.44,22300,43.47,D
sz300850,新强联,2025-10-15 09:30:12,43.43,13200,43.44,E
sz300850,新强联,2025-10-15 09:30:15,43.37,5800,43.43,D
sz300850,新强联,2025-10-15 09:30:18,43.32,16000,43.37,D
sz300850,新强联,2025-10-15 09:30:21,43.29,11300,43.32,E
sz300850,新强联,2025-10-15 09:30:24,43.34,32500,43.29,U
sz300850,新强联,2025-10-15 09:30:27,43.36,10700,43.34,U
sz300850,新强联,2025-10-15 09:30:30,43.65,25900,43.36,U
sz300850,新强联,2025-10-15 09:30:36,43.65,8600,43.47,U
sz300850,新强联,2025-10-15 09:30:39,43.65,40200,43.65,U
sz300850,新强联,2025-10-15 09:30:42,43.65,17100,43.65,U
sz300850,新强联,2025-10-15 09:30:45,43.67,12800,43.65,D
sz300850,新强联,2025-10-15 09:30:48,43.5,11100,43.67,D
sz300850,新强联,2025-10-15 09:30:54,43.67,14100,43.56,U
sz300850,新强联,2025-10-15 09:30:57,43.68,27800,43.67,U
sz300850,新强联,2025-10-15 09:31:00,43.6,22100,43.68,D
sz300850,新强联,2025-10-15 09:31:03,43.5,10900,43.6,D
sz300850,新强联,2025-10-15 09:31:06,43.56,49400,43.5,U
sz300850,新强联,2025-10-15 09:31:09,43.56,9700,43.56,D
sz300850,新强联,2025-10-15 09:31:12,43.55,21900,43.56,D
sz300850,新强联,2025-10-15 09:31:15,43.5,6100,43.55,D
sz300850,新强联,2025-10-15 09:31:21,43.49,7500,43.5,D
sz300850,新强联,2025-10-15 09:31:24,43.44,7200,43.49,E
sz300850,新强联,2025-10-15 09:31:27,43.43,25200,43.44,D
sz300850,新强联,2025-10-15 09:31:30,43.4,15600,43.43,D
sz300850,新强联,2025-10-15 09:31:33,43.38,6400,43.4,D
sz300850,新强联,2025-10-15 09:31:36,43.35,6800,43.38,D
sz300850,新强联,2025-10-15 09:31:42,43.3,7200,43.33,D
sz300850,新强联,2025-10-15 09:31:45,43.41,46400,43.3,U
sz300850,新强联,2025-10-15 09:31:48,43.45,22500,43.41,E
sz300850,新强联,2025-10-15 09:31:51,43.41,13400,43.45,D
sz300850,新强联,2025-10-15 09:32:00,43.3,11300,43.33,D
sz300850,新强联,2025-10-15 09:32:06,43.28,7800,43.3,D
sz300850,新强联,2025-10-15 09:32:12,43.25,5600,43.28,D
sz300850,新强联,2025-10-15 09:32:15,43.2,47400,43.25,D
sz300850,新强联,2025-10-15 09:32:18,43.11,7900,43.2,D
